userName,content,score,date,thumbsUpCount
U97089,standar seperti aplikasi lainnya,3,2022-12-04T02:45:00,3
U16983,tidak ada masalah,5,2022-02-28T23:15:00,7
U4185,tampilannya bagus fiturnya lengkap,5,2022-01-15T12:45:00,14
U36733,bagus banget,5,2022-05-08T13:05:00,6
U1793,saya suka aplikasi ini bagus,4,2022-01-07T05:25:00,3
U67344,buruk banget,2,2022-08-22T20:00:00,22
U34310,sangat puas,5,2022-04-30T03:10:00,1
U33260,tidak buruk,4,2022-04-26T11:40:00,0
U10802,sangat membantu dan mudah dipakai,4,2022-02-07T12:10:00,8
U96335,aplikasi ini biasa aja,3,2022-12-01T11:55:00,2
U99458,so so,3,2022-12-12T08:10:00,0
U67786,aplikasi yang jelek,1,2022-08-24T08:50:00,22
U39822,fitur keren,5,2022-05-19T06:30:00,1
U80631,jelek tapi cepat,3,2022-10-07T23:15:00,0
U35099,gak ribet,4,2022-05-02T20:55:00,6
U48045,kurang keren,2,2022-06-16T19:45:00,17
U32084,tanpa masalah,5,2022-04-22T09:40:00,15
U44070,sangat kecewa,1,2022-06-03T00:30:00,5
U83807,fitur lumayan,3,2022-10-18T23:55:00,2
U44920,tidak memuaskan,1,2022-06-05T23:20:00,8
U40,yang terbaik,5,2022-01-01T03:20:00,8
U39971,bagus banget,5,2022-05-19T18:55:00,10
U52147,kurang keren,1,2022-07-01T01:35:00,23
U49615,parah banget,1,2022-06-22T06:35:00,24
U12725,tidak ada masalah,5,2022-02-14T04:25:00,13
U63018,macet,1,2022-08-07T19:30:00,6
U82725,fitur lumayan,3,2022-10-15T05:45:00,3
U5870,tidak ribet,4,2022-01-21T09:10:00,3
U83147,fitur standar,3,2022-10-16T16:55:00,4
U92677,biasa saja,3,2022-11-18T19:05:00,0
U28134,tidak lemot,5,2022-04-08T16:30:00,4
U83928,lumayan,3,2022-10-19T10:00:00,0
U26861,top deh pokoknya bagus,4,2022-04-04T06:25:00,3
U32446,keren banget,4,2022-04-23T15:50:00,1
U50210,susah banget,1,2022-06-24T08:10:00,2
U76497,susah,1,2022-09-23T14:45:00,11
U79121,sangat mengecewakan bikin emosi,2,2022-10-02T17:25:00,4
U18260,bagus banget aplikasinya lancar,4,2022-03-05T09:40:00,4
U66933,tidak bagus,2,2022-08-21T09:45:00,22
U89121,jelek tapi masih bisa dipakai,3,2022-11-06T10:45:00,2
U65996,sangat hancur,1,2022-08-18T03:40:00,8
U91715,biasa,3,2022-11-15T10:55:00,5
U20987,hebat,5,2022-03-14T20:55:00,9
U73138,tidak puas,1,2022-09-11T22:50:00,23
U7418,puas,5,2022-01-26T18:10:00,2
U5997,saya suka aplikasi ini bagus,4,2022-01-21T19:45:00,9
U74778,aplikasi lemot,2,2022-09-17T15:30:00,6
U41723,aplikasi payah,2,2022-05-25T20:55:00,11
U24757,luar biasa aplikasinya mantap sekali,4,2022-03-27T23:05:00,15
U78995,jangan download aplikasinya jelek,1,2022-10-02T06:55:00,13
U23582,sangat oke,5,2022-03-23T21:10:00,7
U38640,mantap banget,4,2022-05-15T04:00:00,4
U24894,gak ribet,5,2022-03-28T10:30:00,1
U79149,kurang recommended,1,2022-10-02T19:45:00,21
U94795,mudah dipakai tapi sering crash,3,2022-11-26T03:35:00,0
U85111,aplikasi cukup oke,3,2022-10-23T12:35:00,0
U16815,sangat mudah,4,2022-02-28T09:15:00,8
U95765,cukup lah,3,2022-11-29T12:25:00,4
U95844,aplikasi ini biasa aja,3,2022-11-29T19:00:00,3
U61606,jelek,1,2022-08-02T21:50:00,23
U37258,fitur keren,5,2022-05-10T08:50:00,13
U88924,biasa aja tapi berguna,3,2022-11-05T18:20:00,5
U93117,b aja,3,2022-11-20T07:45:00,2
U76355,lambat banget,2,2022-09-23T02:55:00,2
U77638,kecewa banget,2,2022-09-27T13:50:00,5
U35158,top,5,2022-05-03T01:50:00,6
U330,oke banget,5,2022-01-02T03:30:00,11
U31947,aplikasi terbaik,4,2022-04-21T22:15:00,5
U76916,kurang bagus,2,2022-09-25T01:40:00,18
U50662,tidak keren,1,2022-06-25T21:50:00,4
U12943,keren banget,5,2022-02-14T22:35:00,3
U11187,lancar,5,2022-02-08T20:15:00,11
U64374,buruk,2,2022-08-12T12:30:00,11
U23353,aplikasi terbaik yang pernah saya pakai,4,2022-03-23T02:05:00,1
U42053,aplikasi error,1,2022-05-27T00:25:00,2
U77424,tampilannya jelek,2,2022-09-26T20:00:00,23
U37910,recommended,5,2022-05-12T15:10:00,3
U36259,pelayanan memuaskan,4,2022-05-06T21:35:00,12
U85948,ada kelebihan ada kekurangan,3,2022-10-26T10:20:00,5
U248,bagus sekali,5,2022-01-01T20:40:00,15
U61534,kurang oke,2,2022-08-02T15:50:00,3
U75616,aplikasi ini sangat jelek dan lambat,1,2022-09-20T13:20:00,9
U88496,fitur standar,3,2022-11-04T06:40:00,5
U16780,aplikasi terbaik yang pernah saya pakai,4,2022-02-28T06:20:00,13
U1693,tanpa masalah,4,2022-01-06T21:05:00,12
U78713,ribet,2,2022-10-01T07:25:00,14
U52485,aplikasi error,1,2022-07-02T05:45:00,20
U30322,aplikasi keren,5,2022-04-16T06:50:00,5
U14719,terbaik,5,2022-02-21T02:35:00,13
U64995,kurang sempurna,2,2022-08-14T16:15:00,8
U56405,gak lancar,1,2022-07-15T20:25:00,17
U97598,tidak jelek tapi tidak bagus juga,3,2022-12-05T21:10:00,4
U96870,jelek tapi masih bisa dipakai,3,2022-12-03T08:30:00,5
U99057,biasa aja tapi berguna,3,2022-12-10T22:45:00,4
U34857,sangat cepat,5,2022-05-02T00:45:00,4
U64632,lemot,2,2022-08-13T10:00:00,13
U3991,keren banget,4,2022-01-14T20:35:00,13
U50758,pelayanan lambat,2,2022-06-26T05:50:00,18
U94029,cukup lah,3,2022-11-23T11:45:00,1
U2571,tidak lemot,5,2022-01-09T22:15:00,9
U24605,puas,4,2022-03-27T10:25:00,3
U99811,ada kelebihan ada kekurangan,3,2022-12-13T13:35:00,0
U13997,tidak jelek,5,2022-02-18T14:25:00,14
U38705,gak ribet,4,2022-05-15T09:25:00,7
U44224,kurang memuaskan,1,2022-06-03T13:20:00,13
U70668,bintang satu untuk aplikasi ini,1,2022-09-03T09:00:00,1
U92222,jelek tapi cepat,3,2022-11-17T05:10:00,1
U74576,tidak keren,1,2022-09-16T22:40:00,23
U19925,gak jelek,4,2022-03-11T04:25:00,12
U85828,mantap tapi kadang error,3,2022-10-26T00:20:00,3
U22158,tidak lambat,5,2022-03-18T22:30:00,14
U18677,keren abis fiturnya lengkap,5,2022-03-06T20:25:00,8
U64251,sangat jelek,1,2022-08-12T02:15:00,9
U9649,sangat bagus,4,2022-02-03T12:05:00,2
U69975,saya benci aplikasi ini jelek,2,2022-08-31T23:15:00,1
U88771,biasa,3,2022-11-05T05:35:00,4
U52310,tidak keren,1,2022-07-01T15:10:00,23
U5402,oke banget lancar dan cepat,4,2022-01-19T18:10:00,1
U34237,top markotop,5,2022-04-29T21:05:00,1
U43313,susah,1,2022-05-31T09:25:00,4
U1018,tampilannya bagus fiturnya lengkap,4,2022-01-04T12:50:00,8
U13714,puas,4,2022-02-17T14:50:00,13
U11463,pelayanan memuaskan,5,2022-02-09T19:15:00,2
U70764,kecewa berat,1,2022-09-03T17:00:00,10
U16837,puas banget,5,2022-02-28T11:05:00,1
U41956,kurang recommended,2,2022-05-26T16:20:00,18
U68375,gagal,1,2022-08-26T09:55:00,11
U13839,suka,4,2022-02-18T01:15:00,5
U90987,lumayan lah,3,2022-11-12T22:15:00,2
U44839,aplikasi buruk,1,2022-06-05T16:35:00,0
U27013,puas pakai aplikasi ini mantap,5,2022-04-04T19:05:00,13
U24113,tidak ribet,4,2022-03-25T17:25:00,10
U27187,aplikasi sangat bagus,4,2022-04-05T09:35:00,14
U95345,aplikasi ini biasa aja,3,2022-11-28T01:25:00,4
U78666,ribet,2,2022-10-01T03:30:00,14
U5761,sangat keren,5,2022-01-21T00:05:00,5
U68602,aplikasi parah,2,2022-08-27T04:50:00,16
U42805,sangat lemot,2,2022-05-29T15:05:00,4
U66154,buruk sekali,1,2022-08-18T16:50:00,0
U36655,puas banget,4,2022-05-08T06:35:00,0
U86049,biasa aja,3,2022-10-26T18:45:00,4
U59195,pelayanan lambat,1,2022-07-25T12:55:00,16
U825,yang terbaik,5,2022-01-03T20:45:00,1
U38194,gak ada masalah,4,2022-05-13T14:50:00,0
U30664,aplikasi hebat,4,2022-04-17T11:20:00,15
U37610,bagus,4,2022-05-11T14:10:00,15
U66857,kurang lancar,2,2022-08-21T03:25:00,21
U15257,gak lemot,4,2022-02-22T23:25:00,12
U83210,b aja,3,2022-10-16T22:10:00,3
U13459,aplikasi ini bagus,5,2022-02-16T17:35:00,0
U36025,keren banget,4,2022-05-06T02:05:00,0
U64726,kecewa berat,2,2022-08-13T17:50:00,12
U77480,kurang puas,1,2022-09-27T00:40:00,11
U8495,aplikasi terbaik yang pernah saya pakai,5,2022-01-30T11:55:00,15
U25464,aplikasi sangat bagus,4,2022-03-30T10:00:00,13
U71208,jelek dan lambat saya benci,1,2022-09-05T06:00:00,24
U82265,fitur standar,3,2022-10-13T15:25:00,3
U68526,lemot,1,2022-08-26T22:30:00,5
U9315,aplikasi terbaik,4,2022-02-02T08:15:00,3
U68322,selalu error,2,2022-08-26T05:30:00,0
U34046,sangat cepat,4,2022-04-29T05:10:00,8
U61391,selalu gagal,1,2022-08-02T03:55:00,12
U28657,tanpa masalah,4,2022-04-10T12:05:00,0
U53254,buruk sekali sering macet,1,2022-07-04T21:50:00,8
U84966,aplikasi ini biasa aja,3,2022-10-23T00:30:00,3
U79252,aplikasi payah,2,2022-10-03T04:20:00,22
U96438,lumayan lah,3,2022-12-01T20:30:00,5
U81616,standar lah,3,2022-10-11T09:20:00,5
U45810,sangat lemot,2,2022-06-09T01:30:00,12
U4016,sangat cepat,4,2022-01-14T22:40:00,12
U57286,banyak error,2,2022-07-18T21:50:00,25
U35299,sama sekali tidak buruk,5,2022-05-03T13:35:00,3
U99055,fitur standar,3,2022-12-10T22:35:00,0
U20816,sangat mantap,4,2022-03-14T06:40:00,1
U56094,sangat jelek,2,2022-07-14T18:30:00,22
U96513,cepat tapi tampilannya jelek,3,2022-12-02T02:45:00,4
U37850,tidak mengecewakan,5,2022-05-12T10:10:00,10
U82548,tidak keren tapi lancar,3,2022-10-14T15:00:00,1
U87233,fitur lengkap tapi lambat,3,2022-10-30T21:25:00,3
U47731,aplikasi ini jelek,2,2022-06-15T17:35:00,20
U41005,error,2,2022-05-23T09:05:00,25
U31634,keren sekali,4,2022-04-20T20:10:00,8
U44307,selalu gagal,2,2022-06-03T20:15:00,22
U612,cepat sekali,4,2022-01-03T03:00:00,8
U65781,kurang puas,2,2022-08-17T09:45:00,15
U53230,aplikasi ini sangat jelek dan lambat,1,2022-07-04T19:50:00,7
U9075,yang terbaik,5,2022-02-01T12:15:00,13
U25825,memuaskan,4,2022-03-31T16:05:00,0
U28304,top deh pokoknya bagus,5,2022-04-09T06:40:00,5
U62709,aplikasi ini sangat jelek dan lambat,2,2022-08-06T17:45:00,12
U50239,aplikasi jelek,2,2022-06-24T10:35:00,21
U14645,tampilannya keren,5,2022-02-20T20:25:00,15
U11607,tidak jelek,4,2022-02-10T07:15:00,4
U62150,gak lancar,2,2022-08-04T19:10:00,22
U51502,aplikasi yang jelek,2,2022-06-28T19:50:00,11
U89729,aplikasi ini biasa aja,3,2022-11-08T13:25:00,5
U60788,ribet banget,1,2022-07-31T01:40:00,18
U21016,gak jelek,5,2022-03-14T23:20:00,4
U79330,kecewa,2,2022-10-03T10:50:00,4
U38304,tidak jelek,5,2022-05-14T00:00:00,15
U81784,tidak bagus namun lancar di pake,3,2022-10-11T23:20:00,4
U97565,standar lah,3,2022-12-05T18:25:00,2
U40957,gak lancar,1,2022-05-23T05:05:00,15
U73624,pelayanan jelek,1,2022-09-13T15:20:00,16
U39262,transfer cepat dan mudah,5,2022-05-17T07:50:00,1
U44156,tampilannya jelek fiturnya kurang,1,2022-06-03T07:40:00,13
U28758,sangat puas,4,2022-04-10T20:30:00,0
U74717,gagal,1,2022-09-17T10:25:00,7
U37575,sangat lancar,5,2022-05-11T11:15:00,13
U31225,tidak jelek,4,2022-04-19T10:05:00,4
U94164,lumayan lah untuk ukuran aplikasi gratis,3,2022-11-23T23:00:00,5
U897,aplikasi hebat,4,2022-01-04T02:45:00,11
U34755,top banget,4,2022-05-01T16:15:00,11
U84111,cepat tapi tampilannya jelek,3,2022-10-20T01:15:00,2
U90919,standar saja,3,2022-11-12T16:35:00,2
U91589,biasa aja,3,2022-11-15T00:25:00,5
U63662,bukan aplikasi bagus,2,2022-08-10T01:10:00,22
U60837,tidak lancar,1,2022-07-31T05:45:00,11
U81036,tidak keren tapi lancar,3,2022-10-09T09:00:00,4
U48614,kurang sempurna,2,2022-06-18T19:10:00,7
U20935,pelayanan memuaskan,5,2022-03-14T16:35:00,15
U36488,tampilannya mantap,4,2022-05-07T16:40:00,8
U97053,tampilannya bagus tapi fiturnya kurang,3,2022-12-03T23:45:00,0
U96118,ya gitu deh,3,2022-11-30T17:50:00,0
U39836,sangat hebat,5,2022-05-19T07:40:00,12
U46902,ribet banget,2,2022-06-12T20:30:00,12
U35638,cepat sekali,5,2022-05-04T17:50:00,8
U35552,hebat sekali,4,2022-05-04T10:40:00,10
U80053,sering error tapi fiturnya bagus,3,2022-10-05T23:05:00,3
U56678,aplikasi terburuk yang pernah saya pakai,2,2022-07-16T19:10:00,4
U4198,tampilannya mantap,4,2022-01-15T13:50:00,13
U3949,yang terbaik,4,2022-01-14T17:05:00,2
U81095,lumayan lah untuk ukuran aplikasi gratis,3,2022-10-09T13:55:00,4
U34331,aplikasi sangat bagus,4,2022-04-30T04:55:00,0
U65564,lemot sekali,1,2022-08-16T15:40:00,25
U58693,buruk banget,1,2022-07-23T19:05:00,12
U55169,sampah,1,2022-07-11T13:25:00,21
U22840,tidak jelek,5,2022-03-21T07:20:00,1
U89635,ya gitu deh,3,2022-11-08T05:35:00,4
U16856,sangat recommended,4,2022-02-28T12:40:00,6
U95437,cukup oke,3,2022-11-28T09:05:00,3
U54380,jelek,2,2022-07-08T19:40:00,3
U84935,keren tapi berat,3,2022-10-22T21:55:00,5
U4615,tidak ribet,4,2022-01-17T00:35:00,14
U50456,sama sekali tidak bagus,1,2022-06-25T04:40:00,23
U18554,keren banget,4,2022-03-06T10:10:00,2
U5267,sangat memuaskan,4,2022-01-19T06:55:00,7
U82904,jelek tapi masih bisa dipakai,3,2022-10-15T20:40:00,4
U12057,fitur lengkap,4,2022-02-11T20:45:00,13
U10930,tidak pernah error,4,2022-02-07T22:50:00,4
U9182,aplikasi ini bagus,5,2022-02-01T21:10:00,2
U65484,bukan aplikasi bagus,1,2022-08-16T09:00:00,13
U74439,kurang sempurna,1,2022-09-16T11:15:00,3
U33030,sangat hebat,4,2022-04-25T16:30:00,6
U34610,keren banget,4,2022-05-01T04:10:00,0
U9564,mantap banget,4,2022-02-03T05:00:00,6
U3257,suka,5,2022-01-12T07:25:00,11
U173,mudah banget,5,2022-01-01T14:25:00,2
U79936,kurang lancar,1,2022-10-05T13:20:00,23
U8020,top markotop,5,2022-01-28T20:20:00,5
U55362,parah aplikasinya payah sekali,2,2022-07-12T05:30:00,10
U65361,lambat banget,2,2022-08-15T22:45:00,6
U21303,gak ada masalah,4,2022-03-15T23:15:00,8
U23801,fitur keren,5,2022-03-24T15:25:00,6
U15282,aplikasi ini sangat bagus dan mudah digunakan,4,2022-02-23T01:30:00,11
U88154,bagus sih tapi kadang error,3,2022-11-03T02:10:00,3
U66050,bukan yang terbaik,1,2022-08-18T08:10:00,19
U93968,tidak bagus namun lancar di pake,3,2022-11-23T06:40:00,5
U10834,rekomendasi banget aplikasinya bagus,5,2022-02-07T14:50:00,15
U22408,luar biasa aplikasinya mantap sekali,5,2022-03-19T19:20:00,0
U15129,aplikasi hebat,5,2022-02-22T12:45:00,1
U91660,sering error tapi fiturnya bagus,3,2022-11-15T06:20:00,4
U45397,error,2,2022-06-07T15:05:00,9
U15563,hebat,5,2022-02-24T00:55:00,1
U69331,aplikasi payah,2,2022-08-29T17:35:00,13
U46820,sangat kecewa,1,2022-06-12T13:40:00,13
U93020,lumayan lah untuk ukuran aplikasi gratis,3,2022-11-19T23:40:00,2
U32165,tidak ribet,5,2022-04-22T16:25:00,14
U50951,kurang oke,1,2022-06-26T21:55:00,6
U41490,saya sangat kecewa dengan aplikasi ini,2,2022-05-25T01:30:00,17
U46209,kurang bagus,1,2022-06-10T10:45:00,2
U23803,tidak lambat,5,2022-03-24T15:35:00,7
U58630,aplikasi error,2,2022-07-23T13:50:00,1
U31379,puas pakai aplikasi ini mantap,4,2022-04-19T22:55:00,8
U16830,luar biasa aplikasinya mantap sekali,5,2022-02-28T10:30:00,8
U15765,memuaskan,5,2022-02-24T17:45:00,12
U21426,aplikasi keren,5,2022-03-16T09:30:00,14
U24232,tidak ribet,5,2022-03-26T03:20:00,3
U50863,banyak error,2,2022-06-26T14:35:00,16
U73627,kecewa berat,2,2022-09-13T15:35:00,9
U2210,top deh pokoknya bagus,4,2022-01-08T16:10:00,2
U94212,cepat tapi tampilannya jelek,3,2022-11-24T03:00:00,1
U6216,fitur lengkap,5,2022-01-22T14:00:00,8
U93019,fitur biasa,3,2022-11-19T23:35:00,2
U70946,pelayanan jelek,2,2022-09-04T08:10:00,5
U87815,sering error tapi fiturnya bagus,3,2022-11-01T21:55:00,5
U13986,puas pakai aplikasi ini mantap,5,2022-02-18T13:30:00,9
U65296,aplikasi error,1,2022-08-15T17:20:00,16
U20886,sangat oke,5,2022-03-14T12:30:00,6
U33269,keren,5,2022-04-26T12:25:00,2
U42213,aplikasi terburuk yang pernah saya pakai,2,2022-05-27T13:45:00,12
U11446,recommended,5,2022-02-09T17:50:00,12
U73281,kurang bagus,1,2022-09-12T10:45:00,4
U42602,hancur sekali,1,2022-05-28T22:10:00,4
U16521,bagus banget aplikasinya lancar,4,2022-02-27T08:45:00,4
U90679,biasa aja tapi berguna,3,2022-11-11T20:35:00,3
U86530,satu sisi bagus satu sisi jelek,3,2022-10-28T10:50:00,4
U59124,kurang recommended,2,2022-07-25T07:00:00,6
U70347,tampilannya buruk,1,2022-09-02T06:15:00,25
U94817,fitur standar,3,2022-11-26T05:25:00,5
U44077,susah,2,2022-06-03T01:05:00,16
U37305,sangat recommended,4,2022-05-10T12:45:00,15
U53866,bukan aplikasi bagus,1,2022-07-07T00:50:00,10
U13844,aplikasi sempurna,4,2022-02-18T01:40:00,5
U50728,kurang puas,2,2022-06-26T03:20:00,14
U85331,aplikasi ini biasa saja tidak ada yang spesial,3,2022-10-24T06:55:00,4
U70953,kecewa banget,2,2022-09-04T08:45:00,12
U7664,memuaskan,5,2022-01-27T14:40:00,9
U24066,aplikasi bagus banget,5,2022-03-25T13:30:00,11
U88147,bagus tapi kurang fitur,3,2022-11-03T01:35:00,4
U46898,buang waktu aplikasinya sampah,2,2022-06-12T20:10:00,22
U83662,biasa aja,3,2022-10-18T11:50:00,5
U72991,bintang satu untuk aplikasi ini,2,2022-09-11T10:35:00,8
U64978,sampah sekali,1,2022-08-14T14:50:00,15
U48753,kurang mantap,2,2022-06-19T06:45:00,15
U80793,biasa saja,3,2022-10-08T12:45:00,3
U19169,lancar sekali,5,2022-03-08T13:25:00,13
U83035,cukup oke tapi bisa ditingkatkan lagi,3,2022-10-16T07:35:00,4
U9039,sangat cepat,4,2022-02-01T09:15:00,9
U56431,sama sekali tidak bagus,1,2022-07-15T22:35:00,13
U98050,fitur lengkap tapi lambat,3,2022-12-07T10:50:00,2
U80935,cukup oke,3,2022-10-09T00:35:00,3
U9051,bagus banget aplikasinya lancar,4,2022-02-01T10:15:00,8
U16165,sangat memuaskan,4,2022-02-26T03:05:00,8
U70128,selalu error,1,2022-09-01T12:00:00,25
U61902,jelek sekali,1,2022-08-03T22:30:00,18
U68522,lambat sekali,1,2022-08-26T22:10:00,23
U73221,bukan aplikasi bagus,2,2022-09-12T05:45:00,19
U49050,buang waktu aplikasinya sampah,1,2022-06-20T07:30:00,23
U4893,suka,5,2022-01-17T23:45:00,13
U87489,fitur lumayan,3,2022-10-31T18:45:00,5
U2968,luar biasa aplikasinya mantap sekali,5,2022-01-11T07:20:00,15
U18637,cepat,5,2022-03-06T17:05:00,7
U17480,sama sekali tidak buruk,5,2022-03-02T16:40:00,10
U45874,buruk sekali sering macet,1,2022-06-09T06:50:00,17
U90263,aplikasi biasa saja,3,2022-11-10T09:55:00,5
U58241,sangat ribet,1,2022-07-22T05:25:00,7
U73866,jelek sekali,2,2022-09-14T11:30:00,1
U92985,cukup oke tapi bisa ditingkatkan lagi,3,2022-11-19T20:45:00,5
U13169,oke banget lancar dan cepat,5,2022-02-15T17:25:00,2
U49731,aplikasi payah,2,2022-06-22T16:15:00,11
U18510,top markotop,4,2022-03-06T06:30:00,8
U62325,lemot sekali,2,2022-08-05T09:45:00,5
U96940,biasa saja,3,2022-12-03T14:20:00,0
U56249,tidak memuaskan,1,2022-07-15T07:25:00,3
U2678,lancar,4,2022-01-10T07:10:00,3
U24173,lancar,4,2022-03-25T22:25:00,3
U21913,lancar sekali,4,2022-03-18T02:05:00,0
U12409,aplikasi keren,5,2022-02-13T02:05:00,4
U63466,lemot sekali,1,2022-08-09T08:50:00,5
U22651,sempurna sekali,4,2022-03-20T15:35:00,1
U90933,biasa aja,3,2022-11-12T17:45:00,5
U10203,cepat,5,2022-02-05T10:15:00,14
U88582,aplikasi biasa saja,3,2022-11-04T13:50:00,1
U43047,kurang memuaskan,2,2022-05-30T11:15:00,25
U10432,top deh pokoknya bagus,4,2022-02-06T05:20:00,5
U56056,sampah sekali,1,2022-07-14T15:20:00,8
U15508,luar biasa,4,2022-02-23T20:20:00,11
U70335,kurang bagus,1,2022-09-02T05:15:00,23
U10799,tidak buruk,4,2022-02-07T11:55:00,10
U45877,jelek,1,2022-06-09T07:05:00,25
U7551,lancar banget,4,2022-01-27T05:15:00,7
U44344,aplikasi lemot,2,2022-06-03T23:20:00,13
U98384,sedang,3,2022-12-08T14:40:00,2
U34773,sangat sempurna,4,2022-05-01T17:45:00,0
U31640,lancar,4,2022-04-20T20:40:00,14
U67619,sangat lambat,1,2022-08-23T18:55:00,20
U6802,sangat mudah,5,2022-01-24T14:50:00,15
U36928,sangat hebat,4,2022-05-09T05:20:00,2
U52026,jelek banget,1,2022-06-30T15:30:00,0
U81108,fitur lumayan,3,2022-10-09T15:00:00,5
U72087,sering error,1,2022-09-08T07:15:00,15
U63329,buruk banget,1,2022-08-08T21:25:00,10
U53143,kurang sempurna,2,2022-07-04T12:35:00,23
U44,sangat memuaskan,5,2022-01-01T03:40:00,0
U5471,sangat memuaskan,4,2022-01-19T23:55:00,15
U65388,buruk banget,2,2022-08-16T01:00:00,1
U72034,saya sangat kecewa dengan aplikasi ini,1,2022-09-08T02:50:00,11
U74767,aplikasi terburuk yang pernah saya pakai,1,2022-09-17T14:35:00,18
U84953,bagus tapi sering lemot,3,2022-10-22T23:25:00,1
U1105,lancar sekali,5,2022-01-04T20:05:00,6
U7978,sangat bagus,4,2022-01-28T16:50:00,7
U8493,tidak lambat,4,2022-01-30T11:45:00,2
U35622,gak error,5,2022-05-04T16:30:00,6
U50610,bukan aplikasi bagus,2,2022-06-25T17:30:00,8
U45039,jelek banget aplikasinya error terus,1,2022-06-06T09:15:00,17
U97303,jelek tapi cepat,3,2022-12-04T20:35:00,3
U94650,cepat tapi tampilannya jelek,3,2022-11-25T15:30:00,2
U16724,oke banget lancar dan cepat,5,2022-02-28T01:40:00,4
U16051,cepat sekali,5,2022-02-25T17:35:00,11
U83037,tidak keren tapi lancar,3,2022-10-16T07:45:00,2
U67982,buruk,1,2022-08-25T01:10:00,3
U65799,tidak oke,1,2022-08-17T11:15:00,0
U96964,aplikasi cukup oke,3,2022-12-03T16:20:00,3
U46016,hancur sekali,1,2022-06-09T18:40:00,20
U9175,pelayanan memuaskan,4,2022-02-01T20:35:00,11
U72810,fitur buruk,1,2022-09-10T19:30:00,10
U89114,sedang,3,2022-11-06T10:10:00,5
U53097,jelek banget aplikasinya error terus,2,2022-07-04T08:45:00,3
U2378,fitur bagus,5,2022-01-09T06:10:00,10
U53033,sangat lambat,1,2022-07-04T03:25:00,19
U17454,top markotop,4,2022-03-02T14:30:00,1
U28118,sangat memuaskan,4,2022-04-08T15:10:00,0
U97437,mantap tapi kadang error,3,2022-12-05T07:45:00,0
U21789,keren abis fiturnya lengkap,5,2022-03-17T15:45:00,9
U22849,aplikasi hebat,5,2022-03-21T08:05:00,7
U51007,bintang satu untuk aplikasi ini,1,2022-06-27T02:35:00,22
U97386,lumayan lah untuk ukuran aplikasi gratis,3,2022-12-05T03:30:00,5
U45192,tidak oke,2,2022-06-06T22:00:00,6
U84650,keren tapi lambat,3,2022-10-21T22:10:00,0
U77807,error,1,2022-09-28T03:55:00,17
U1080,sangat memuaskan,5,2022-01-04T18:00:00,1
U74595,sampah sekali,2,2022-09-17T00:15:00,3
U42872,sering macet,1,2022-05-29T20:40:00,9
U1196,gak ada masalah,5,2022-01-05T03:40:00,3
U12281,sangat recommended,5,2022-02-12T15:25:00,2
U42198,lambat sekali,2,2022-05-27T12:30:00,6
U73342,susah,1,2022-09-12T15:50:00,20
U46384,sangat jelek,1,2022-06-11T01:20:00,11
U95063,jelek tapi cepat,3,2022-11-27T01:55:00,3
U25072,tidak pernah error,4,2022-03-29T01:20:00,5
U57216,ribet,1,2022-07-18T16:00:00,24
U10846,sangat bagus,4,2022-02-07T15:50:00,10
U22185,aplikasi ini sangat bagus dan mudah digunakan,5,2022-03-19T00:45:00,3
U15494,tidak ada masalah,4,2022-02-23T19:10:00,11
U58043,tidak recommended,2,2022-07-21T12:55:00,0
U73306,aplikasi ini jelek,1,2022-09-12T12:50:00,16
U71687,selalu error sangat lambat,1,2022-09-06T21:55:00,23
U82724,standar saja,3,2022-10-15T05:40:00,0
U25132,oke,4,2022-03-29T06:20:00,4
U7303,sangat mantap,5,2022-01-26T08:35:00,9
U26816,sangat lancar,5,2022-04-04T02:40:00,7
U4238,aplikasi bagus,4,2022-01-15T17:10:00,10
U73603,jangan download aplikasinya jelek,1,2022-09-13T13:35:00,23
U53945,tidak recommended,2,2022-07-07T07:25:00,7
U79229,pelayanan jelek,1,2022-10-03T02:25:00,0
U10533,tanpa masalah,4,2022-02-06T13:45:00,4
U66054,kurang hebat,1,2022-08-18T08:30:00,9
U9125,top banget,5,2022-02-01T16:25:00,6
U98283,cukup lah,3,2022-12-08T06:15:00,0
U89783,standar,3,2022-11-08T17:55:00,0
U25786,aplikasi sangat bagus,4,2022-03-31T12:50:00,10
U22594,luar biasa,4,2022-03-20T10:50:00,14
U93885,ya gitu deh,3,2022-11-22T23:45:00,5
U97462,bagus tapi sering lemot,3,2022-12-05T09:50:00,0
U9334,mudah banget,5,2022-02-02T09:50:00,1
U21793,tidak lemot,4,2022-03-17T16:05:00,3
U20738,pelayanan bagus,4,2022-03-14T00:10:00,12
U37194,tidak jelek,5,2022-05-10T03:30:00,14
U45136,tidak oke,1,2022-06-06T17:20:00,18
U75811,jelek banget aplikasinya error terus,1,2022-09-21T05:35:00,15
U28672,keren sekali,5,2022-04-10T13:20:00,4
U44578,kurang sempurna,1,2022-06-04T18:50:00,5
U70468,susah banget,2,2022-09-02T16:20:00,4
U95764,so so,3,2022-11-29T12:20:00,3
U18875,mudah digunakan dan sangat berguna,5,2022-03-07T12:55:00,5
U5793,aplikasi lancar,5,2022-01-21T02:45:00,0
U26565,puas banget,5,2022-04-03T05:45:00,6
U16441,mantap sekali,5,2022-02-27T02:05:00,14
